http://dbpedia.org/resource/Conceiving_Ada	0
http://dbpedia.org/resource/Colin_Welland	1
http://dbpedia.org/resource/Eric_Overmyer	2
http://dbpedia.org/resource/Bob_Gale	3
http://dbpedia.org/resource/Tom_Tykwer	4
http://dbpedia.org/resource/Christopher_Wilkinson	5
http://dbpedia.org/resource/Steve_Dorff	6
http://dbpedia.org/resource/Paths_of_Glory	7
http://dbpedia.org/resource/The_Man_in_the_Iron_Mask_(1998_film)	8
http://dbpedia.org/resource/Blue_Sky_(film)	9
http://dbpedia.org/resource/The_Enigma_of_Kaspar_Hauser	10
http://dbpedia.org/resource/Nathan_Larson_(musician)	11
http://dbpedia.org/resource/BASEketball	12
http://dbpedia.org/resource/Walter_Salles	13
http://dbpedia.org/resource/Evan_Chandler	14
233	15
251	16
http://dbpedia.org/resource/Nile_Rodgers	17
http://dbpedia.org/resource/Silvio_Horta	18
http://dbpedia.org/resource/Patricia_Broderick	19
http://dbpedia.org/resource/Passion_in_the_Desert	20
http://dbpedia.org/resource/John_Lunn	21
http://dbpedia.org/resource/Fresh_(1994_film)	22
http://dbpedia.org/resource/Hellraiser:_Deader	23
http://dbpedia.org/resource/John_Lafia	24
http://dbpedia.org/resource/Wyclef_Jean	25
http://dbpedia.org/resource/Lolita_(1962_film)	26
http://dbpedia.org/resource/Danièle_Thompson	27
http://dbpedia.org/resource/C._Courtney_Joyner	28
http://dbpedia.org/resource/Sense_and_Sensibility_(film)	29
http://dbpedia.org/resource/Charles_Perry_(author)	30
http://dbpedia.org/resource/Cedric_the_Entertainer	31
http://dbpedia.org/resource/Forget_Paris	32
http://dbpedia.org/resource/Franklin_J._Schaffner	33
http://dbpedia.org/resource/Ni_Zhen	34
http://dbpedia.org/resource/Joe_Jackson_(musician)	35
http://dbpedia.org/resource/Cape_Fear_(1991_film)	36
http://dbpedia.org/resource/Frank_Oz	37
http://dbpedia.org/resource/Jon_Shear	38
http://dbpedia.org/resource/Michael_Hoffman_(American_director)	39
http://dbpedia.org/resource/Robert_M._Young_(film_director)	40
http://dbpedia.org/resource/Harry_Connick_Jr.	41
http://dbpedia.org/resource/Space_Cowboys	42
http://dbpedia.org/resource/Rob_Marshall	43
http://dbpedia.org/resource/Dan_Wool	44
http://dbpedia.org/resource/Cyril_J._Mockridge	45
http://dbpedia.org/resource/Simon_Beaufoy	46
http://dbpedia.org/resource/Wing_Commander_(film)	47
http://dbpedia.org/resource/Goldfinger_(film)	48
http://dbpedia.org/resource/Maurice_Rapf	49
http://dbpedia.org/resource/Michael_Frost_Beckner	50
http://dbpedia.org/resource/He_Ping	51
http://dbpedia.org/resource/Michael_Gottlieb_(director)	52
http://dbpedia.org/resource/Gerald_Fried	53
http://dbpedia.org/resource/Justin_Kerrigan	54
http://dbpedia.org/resource/Tokyo_Fist	55
http://dbpedia.org/resource/Thomas_W._Blackburn	56
http://dbpedia.org/resource/Christopher_Reeve	57
http://dbpedia.org/resource/Bill_Peet	58
http://dbpedia.org/resource/Pather_Panchali	59
http://dbpedia.org/resource/Othello_(1952_film)	60
http://dbpedia.org/resource/Giorgio_Gomelsky	61
http://dbpedia.org/resource/As_Good_as_It_Gets	62
161	63
http://dbpedia.org/resource/Funny_Farm_(film)	64
http://dbpedia.org/resource/Elia_Kazan	65
http://dbpedia.org/resource/Roger_Kumble	66
http://dbpedia.org/resource/Baby_Geniuses	67
http://dbpedia.org/resource/Rosemary's_Baby_(film)	68
http://dbpedia.org/resource/The_Man_Who_Knew_Too_Much_(1934_film)	69
http://dbpedia.org/resource/Larger_than_Life_(film)	70
http://dbpedia.org/resource/Eddie_(film)	71
http://dbpedia.org/resource/The_Sum_of_Us_(film)	72
http://dbpedia.org/resource/Ben_Stiller	73
http://dbpedia.org/resource/The_Acid_House_(film)	74
388	75
http://dbpedia.org/resource/Inferno_(1980_film)	76
http://dbpedia.org/resource/The_Bone_Collector	77
http://dbpedia.org/resource/Tom_Walmsley	78
http://dbpedia.org/resource/Jack_Wheaton	79
243	80
http://dbpedia.org/resource/The_Opposite_of_Sex	81
http://dbpedia.org/resource/Michelangelo_Antonioni	82
http://dbpedia.org/resource/Sammy_Cahn	83
http://dbpedia.org/resource/Dune_(film)	84
http://dbpedia.org/resource/Annie_Hall	85
http://dbpedia.org/resource/David_Dobkin_(director)	86
http://dbpedia.org/resource/Bye_Bye_Monkey	87
http://dbpedia.org/resource/Patricia_Birch	88
http://dbpedia.org/resource/Crime_and_Punishment_in_Suburbia	89
http://dbpedia.org/resource/Thirty_Two_Short_Films_About_Glenn_Gould	90
http://dbpedia.org/resource/Startled_Insects	91
http://dbpedia.org/resource/The_Iron_Giant	92
http://dbpedia.org/resource/Village_of_the_Damned_(1995_film)	93
http://dbpedia.org/resource/Antony_Partos	94
http://dbpedia.org/resource/Jacob_Brackman	95
http://dbpedia.org/resource/Mary_Shelley	96
http://dbpedia.org/resource/Stu_Silver	97
http://dbpedia.org/resource/Held_Up	98
http://dbpedia.org/resource/French_Connection_II	99
http://dbpedia.org/resource/Porky's	100
http://dbpedia.org/resource/Aladdin_(1992_Disney_film)	101
http://dbpedia.org/resource/Mary_Harron	102
http://dbpedia.org/resource/Dirty_Work_(1998_film)	103
http://dbpedia.org/resource/John_Bowe_(author)	104
http://dbpedia.org/resource/Rebecca_Charles	105
http://dbpedia.org/resource/Adam_Kennedy_(actor)	106
341	107
http://dbpedia.org/resource/Hans_Jacoby	108
http://dbpedia.org/resource/Frank_Fitzpatrick	109
http://dbpedia.org/resource/Jeffrey_(film)	110
http://dbpedia.org/resource/Don_Macpherson	111
http://dbpedia.org/resource/Michael_Apted	112
http://dbpedia.org/resource/Paul_Theroux	113
http://dbpedia.org/resource/The_Dead_Zone_(film)	114
http://dbpedia.org/resource/James_Whale	115
http://dbpedia.org/resource/The_Sword_in_the_Stone_(film)	116
http://dbpedia.org/resource/Robert_Butler_(director)	117
http://dbpedia.org/resource/Slam_(film)	118
http://dbpedia.org/resource/Touch_of_Evil	119
http://dbpedia.org/resource/Go_(1999_film)	120
http://dbpedia.org/resource/Patriot_Games_(film)	121
http://dbpedia.org/resource/Gottfried_Huppertz	122
http://dbpedia.org/resource/Richard_Adler	123
http://dbpedia.org/resource/Giancarlo_Bigazzi	124
http://dbpedia.org/resource/Danilo_Pérez	125
http://dbpedia.org/resource/Steve_Boyum	126
http://dbpedia.org/resource/Romper_Stomper	127
http://dbpedia.org/resource/A_Simple_Twist_of_Fate	128
http://dbpedia.org/resource/City_Lights	129
http://dbpedia.org/resource/Forrest_Gump	130
http://dbpedia.org/resource/David_Kellogg	131
http://dbpedia.org/resource/Puppet_Master_(film)	132
http://dbpedia.org/resource/Menno_Meyjes	133
http://dbpedia.org/resource/Rich_Wilkes	134
http://dbpedia.org/resource/Mark_Steven_Johnson	135
http://dbpedia.org/resource/Kenny_Ortega	136
http://dbpedia.org/resource/The_Big_Green	137
http://dbpedia.org/resource/Tony_Richardson	138
http://dbpedia.org/resource/Georges_Bizet	139
http://dbpedia.org/resource/Pierre_Trividic	140
http://dbpedia.org/resource/Bait_(2000_film)	141
113	142
http://dbpedia.org/resource/Kiefer_Sutherland	143
http://dbpedia.org/resource/Highlander_III:_The_Sorcerer	144
60	145
http://dbpedia.org/resource/Stephen_Surjik	146
http://dbpedia.org/resource/Little_Big_League	147
http://dbpedia.org/resource/RocketMan	148
http://dbpedia.org/resource/Next_Stop_Wonderland	149
http://dbpedia.org/resource/Jane_Campion	150
343	151
http://dbpedia.org/resource/Robert_B._Sherman	152
http://dbpedia.org/resource/Daniel_Minahan	153
http://dbpedia.org/resource/Lyle_Mays	154
http://dbpedia.org/resource/Goran_Bregović	155
http://dbpedia.org/resource/Night_Shift_(film)	156
http://dbpedia.org/resource/George_Orwell	157
http://dbpedia.org/resource/Robert_King_(writer)	158
http://dbpedia.org/resource/Con_Air	159
http://dbpedia.org/resource/Cocoon_(film)	160
http://dbpedia.org/resource/Lawrence_Kasdan	161
http://dbpedia.org/resource/The_Clan_of_the_Cave_Bear_(film)	162
http://dbpedia.org/resource/My_Tutor	163
http://dbpedia.org/resource/Allan_Scott_(American_screenwriter)	164
437	165
http://dbpedia.org/resource/Michael_Goldberg_(screenwriter)	166
http://dbpedia.org/resource/Hans_Holzer	167
http://dbpedia.org/resource/Rick_Roessler	168
http://dbpedia.org/resource/John_Guare	169
http://dbpedia.org/resource/Ray_Cooper	170
http://dbpedia.org/resource/The_Big_One_(film)	171
http://dbpedia.org/resource/Ronald_Kinnoch	172
534	173
http://dbpedia.org/resource/Brian_Yuzna	174
http://dbpedia.org/resource/Jacob's_Ladder_(film)	175
http://dbpedia.org/resource/Blossom_Toes	176
http://dbpedia.org/resource/Pip_Karmel	177
http://dbpedia.org/resource/John_Lasseter	178
http://dbpedia.org/resource/Ismail_Merchant	179
http://dbpedia.org/resource/Two_Girls_and_a_Guy	180
http://dbpedia.org/resource/Dead_Poets_Society	181
http://dbpedia.org/resource/Prom_Night_(1980_film)	182
http://dbpedia.org/resource/Café_Noir	183
http://dbpedia.org/resource/Michael_Caton-Jones	184
http://dbpedia.org/resource/She's_So_Lovely	185
http://dbpedia.org/resource/The_Great_Mouse_Detective	186
http://dbpedia.org/resource/Best_in_Show_(film)	187
http://dbpedia.org/resource/Murray_Lerner	188
http://dbpedia.org/resource/Sam_Wood	189
http://dbpedia.org/resource/Paul_Smith_(film_and_television_composer)	190
http://dbpedia.org/resource/Charles_Crichton	191
http://dbpedia.org/resource/Freeway_(1996_film)	192
http://dbpedia.org/resource/Roger_Edens	193
http://dbpedia.org/resource/The_War_(1994_film)	194
http://dbpedia.org/resource/Isaac_Schwartz	195
http://dbpedia.org/resource/Needful_Things_(film)	196
http://dbpedia.org/resource/Knock_Off_(film)	197
http://dbpedia.org/resource/Edward_Anhalt	198
489	199
http://dbpedia.org/resource/Passion_Fish	200
http://dbpedia.org/resource/Nigel_Finch	201
528	202
http://dbpedia.org/resource/Greg_Beeman	203
http://dbpedia.org/resource/Arthur_Marks	204
http://dbpedia.org/resource/Nick_Venet	205
http://dbpedia.org/resource/Sheldon_Currie	206
401	207
http://dbpedia.org/resource/Tony_Scott	208
http://dbpedia.org/resource/David_McNally_(director)	209
http://dbpedia.org/resource/Steve_Bencich	210
http://dbpedia.org/resource/Ralph_Arlyck	211
http://dbpedia.org/resource/Brian_Keane	212
http://dbpedia.org/resource/Lewis_Milestone	213
http://dbpedia.org/resource/Roger_Michell	214
http://dbpedia.org/resource/Working_Girl	215
http://dbpedia.org/resource/Don_Juan_DeMarco	216
http://dbpedia.org/resource/Red_Firecracker,_Green_Firecracker	217
http://dbpedia.org/resource/Gustav_Hinrichs	218
http://dbpedia.org/resource/The_Rocky_Horror_Picture_Show	219
